"id","treat.hs","treat.para","rear.temp.avg","rear.temp.var","test.temp","test.time","chamber","coll.loc","num.ovp","mass.3","mass.in.test","mass.out.test","mass.4","mass.5","inst.6","mass.6","inst.7","mass.7","date.wand","mass.wand","mongo","mass5.2wks","mass5.3wks","mass.p6.wk1","mass.p6.wk2","mass.p6.wk3","date.cull","mass.cull","mass.p7.wk1","mass.48em","num.em","num.coc","num.fail.spin","num.unem","load","num.ecl","live.fem","live.male","para.pup","para.ecl","in.florence","notes","diss.notes","date.hatch.j","date.died.j","date.coll.j","date.ovp.j","date.3.j","date.in.test.j","date.out.test.j","date.4.j","date.5.j","date.6.j","date.7.j","date.wand.j","date5.2wks.j","date5.3wks.j","date.p6.wk1.j","date.p6.wk2.j","date.p6.wk3.j","date.cull.j","date.p7.wk1.j","date.em.j","date.ecl.j","date.p5.1","mass.p5.1","inst.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.p5.5","mass.p5.5","inst.p5.5","died.toss","time.ovp.dec","time.3.dec","time.in.test.dec","time.out.test.dec","hrs.in.test","delta.mass.test","time.bf.test","time.ovpbf.test","delta.mass.bf.test","ttwand","ttem.w","ttem.h","tt3","tt4","tt5","tt6","tt7","ttcull","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttp5.5"
4,"control","np",25,10,"35","24","marvin","rm",NA,41.56,43.85,49.28,54.86,154.86,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,232,207,NA,215,215,216,220,228,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.2333333333333,14.9166666666667,14.9,23.9833333333333,5.43,4.68333333333333,NA,2.29,NA,NA,NA,6,11,19,NA,NA,NA,NA,NA,NA,NA,NA
5,"shock","np",25,10,"40","24","wallace","rm",NA,18.19,18.13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.2833333333333,14.9166666666667,NA,NA,NA,4.63333333333333,NA,-0.0600000000000023,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,"shock","np",25,10,"43","24","c3p0","rm",NA,30.55,33.28,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.3166666666667,14.9166666666667,NA,NA,NA,4.6,NA,2.73,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,"control","np",25,10,"35","24","marvin","rm",NA,32.1,40.82,73.35,156.1,670.24,NA,NA,NA,NA,"8/17/18",7019.62,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,215,215,216,219,223,0,NA,229,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10.35,14.9166666666667,14.9,23.9833333333333,32.53,4.56666666666667,NA,8.72,20,NA,NA,6,10,14,NA,NA,NA,NA,NA,NA,NA,NA
11,"shock","np",25,10,"40","24","wallace","rm",NA,32.12,36.28,65.07,193.59,1263.74,NA,NA,NA,NA,"8/18/18",10058.16,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,215,215,216,220,225,0,NA,230,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10.3666666666667,14.9166666666667,14.8166666666667,23.9,28.79,4.55,NA,4.16,21,NA,NA,6,11,16,NA,NA,NA,NA,NA,NA,NA,NA
12,"shock","np",25,10,"43","24","c3p0","rm",NA,35.57,39.91,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.4,14.9166666666667,NA,NA,NA,4.51666666666667,NA,4.34,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,"control","np",25,10,"35","24","marvin","rm",NA,37.22,43.63,74.93,63.03,167.69,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,237,207,NA,215,215,216,219,230,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.4666666666667,14.9166666666667,14.9,23.9833333333333,31.3,4.45,NA,6.41,NA,NA,NA,6,10,21,NA,NA,NA,NA,NA,NA,NA,NA
17,"shock","np",25,10,"40","24","wallace","rm",NA,33.02,35.7,86.39,107.03,232.16,1,1609.58,NA,NA,"8/23/18",7623.98,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,215,215,216,220,223,229,NA,235,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10.5,14.9166666666667,14.8166666666667,23.9,50.69,4.41666666666667,NA,2.68,26,NA,NA,6,11,14,20,NA,NA,NA,NA,NA,NA,NA
18,"shock","np",25,10,"43","24","c3po","rm",NA,25.01,27.86,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,10.55,14.9166666666667,NA,NA,NA,4.36666666666667,NA,2.85,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,"control","np",25,10,"35","24","marvin","rm",NA,17.79,18.44,15.05,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,217,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11.4833333333333,14.9166666666667,14.9,23.9833333333333,-3.39,3.43333333333333,NA,0.650000000000002,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,"shock","np",25,10,"40","24","wallace","rm",NA,28.38,32.3,66.68,138.65,945.65,NA,NA,NA,NA,"8/17/18",7795.03,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,215,215,216,219,224,0,NA,229,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.5,14.9166666666667,14.8166666666667,23.9,34.38,3.41666666666667,NA,3.92,21,NA,NA,7,11,16,NA,NA,NA,NA,NA,NA,NA,NA
24,"shock","np",25,10,"43","24","c3po","rm",NA,27.72,31.53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,208,216,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11.5166666666667,14.9166666666667,NA,NA,NA,3.4,NA,3.81,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,"control","np",25,10,"35","24","marvin","rm",NA,29.57,31.06,49.04,76.5,170.11,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,210,235,207,NA,215,215,216,221,230,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11.6833333333333,14.9166666666667,14.9,23.9833333333333,17.98,3.23333333333333,NA,1.49,NA,NA,NA,5,11,20,NA,NA,NA,NA,NA,NA,NA,NA
29,"shock","np",25,10,"40","24","wallace","rm",NA,26.32,32.95,71.1,141.77,1310.9,NA,NA,NA,NA,"8/18/18",7242.05,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,210,0,207,NA,215,215,216,219,224,0,NA,230,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,11.7,14.9166666666667,14.8166666666667,23.9,38.15,3.21666666666667,NA,6.63,20,NA,NA,5,9,14,NA,NA,NA,NA,NA,NA,NA,NA
30,"shock","np",25,10,"43","24","c3po","rm",NA,28.99,22.97,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,210,216,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,11.7333333333333,14.9166666666667,NA,NA,NA,3.18333333333333,NA,-6.02,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,"control","np",25,10,"35",NA,"marvin","rm",NA,22.66,25.81,31.88,99.1,352.89,1,404.13,1,1459.8,"8/27/18",6173.44,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,215,215,216,220,223,225,231,239,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13.9833333333333,16.75,4.88333333333333,12.1333333333333,6.07,2.76666666666667,NA,3.15,31,NA,NA,7,12,15,17,23,NA,NA,NA,NA,NA,NA
35,"shock","np",25,10,"40",NA,"wallace","rm",NA,19.35,20.32,12.65,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,217,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14,16.75,4.88333333333333,12.1333333333333,-7.67,2.75,NA,0.969999999999999,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,"shock","np",25,10,"43",NA,"c3po","rm",NA,25.43,29.8,30.44,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,217,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.0166666666667,16.75,4.88333333333333,12.1333333333333,0.640000000000001,2.73333333333333,NA,4.37,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
40,"control","np",25,10,"35",NA,"marvin","rm",NA,25.36,31.13,103.32,99.36,609.4,NA,NA,NA,NA,"8/18/18",2792.65,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,215,215,216,219,224,0,NA,230,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14.1333333333333,16.75,4.88333333333333,12.1333333333333,72.19,2.61666666666667,NA,5.77,22,NA,NA,7,11,16,NA,NA,NA,NA,NA,NA,NA,NA
41,"shock","np",25,10,"40",NA,"wallace","rm",NA,22.85,24.26,24.46,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,225,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.15,16.75,4.88333333333333,12.1333333333333,0.199999999999999,2.6,NA,1.41,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,"shock","np",25,10,"43",NA,"c3po","rm",NA,17.29,18.83,12.5,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,217,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.1666666666667,16.75,4.88333333333333,12.1333333333333,-6.33,2.58333333333333,NA,1.54,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,"control","np",25,10,"35",NA,"marvin","rm",NA,31.29,35.45,34.68,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,220,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.3,16.75,4.88333333333333,12.1333333333333,-0.770000000000003,2.45,NA,4.16,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,"shock","np",25,10,"40",NA,"wallace","rm",NA,44.47,45.82,94.84,136.67,674.89,NA,NA,NA,NA,"8/20/18",6078.74,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,215,215,216,219,224,0,NA,232,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14.3166666666667,16.75,4.88333333333333,12.1333333333333,49.02,2.43333333333333,NA,1.35,23,NA,NA,6,10,15,NA,NA,NA,NA,NA,NA,NA,NA
48,"shock","np",25,10,"43",NA,"c3po","rm",NA,35.32,33.71,17.84,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,217,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.3333333333333,16.75,4.88333333333333,12.1333333333333,-15.87,2.41666666666667,NA,-1.61,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,"control","np",25,10,"35",NA,"marvin","rm",NA,31.74,29.6,25.43,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,219,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.65,16.75,4.88333333333333,12.1333333333333,-4.17,2.1,NA,-2.14,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,"shock","np",25,10,"40",NA,"wallace","rm",NA,29.59,29.29,24.93,51.15,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,229,207,NA,215,215,216,221,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.6666666666667,16.75,4.88333333333333,12.1333333333333,-4.36,2.08333333333333,NA,-0.300000000000001,NA,NA,NA,6,12,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,"shock","np",25,10,"43",NA,"c3po","rm",NA,31.73,36.33,24.23,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,217,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.6833333333333,16.75,4.88333333333333,12.1333333333333,-12.1,2.06666666666667,NA,4.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
58,"control","np",25,10,"35",NA,"marvin","rm",NA,20.86,17.93,15.87,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,218,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.75,16.75,4.88333333333333,12.1333333333333,-2.06,2,NA,-2.93,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
59,"shock","np",25,10,"40",NA,"wallace","rm",NA,35.98,36.05,101.57,117.39,570.68,NA,NA,NA,NA,"8/17/18",5501.86,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,217,207,NA,215,215,216,219,223,0,NA,229,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,14.7666666666667,16.75,4.88333333333333,12.1333333333333,65.52,1.98333333333333,NA,0.0700000000000003,20,NA,NA,6,10,14,NA,NA,NA,NA,NA,NA,NA,NA
60,"shock","np",25,10,"43",NA,"c3po","rm",NA,23.21,19.42,10.1,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,215,215,216,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,14.7833333333333,16.75,4.88333333333333,12.1333333333333,-9.32,1.96666666666667,NA,-3.79,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
61,"control","np",25,10,"35",NA,"marvin","rm",NA,19.54,17.47,36.82,87.84,348.39,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,235,207,NA,215,215,216,219,226,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,15.1,16.75,4.88333333333333,12.1333333333333,19.35,1.65,NA,-2.07,NA,NA,NA,6,10,17,NA,NA,NA,NA,NA,NA,NA,NA
62,"shock","np",25,10,"40",NA,"wallace","rm",NA,23.53,25.53,62.83,78.66,242.92,1,1163.19,NA,NA,"8/21/18",7178.12,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,210,0,207,NA,215,215,216,219,223,227,NA,233,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.1166666666667,16.75,4.88333333333333,12.1333333333333,37.3,1.63333333333333,NA,2,23,NA,NA,5,9,13,17,NA,NA,NA,NA,NA,NA,NA
63,"shock","np",25,10,"43",NA,"c3po","rm",NA,15.56,12.83,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,216,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13.15,16.75,NA,NA,NA,3.6,NA,-2.73,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
64,"shock","np",25,10,"43",NA,"c3po","rm",NA,18.78,17.01,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,239,207,NA,215,215,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13.1833333333333,16.75,NA,NA,NA,3.56666666666667,NA,-1.77,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
67,"shock","np",25,10,"40",NA,"wallace","rm",NA,39.81,54.87,80.88,192.74,1141.89,NA,NA,NA,NA,"8/21/18",8524.66,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,220,226,0,NA,233,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8.4,13.25,13.3333333333333,24.0833333333333,26.01,4.85,NA,15.06,25,NA,NA,8,12,18,NA,NA,NA,NA,NA,NA,NA,NA
68,"shock","np",25,10,"43",NA,"c3p0","rm",NA,12.69,12.53,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"died during trial",NA,208,217,207,NA,216,216,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,8.45,13.25,NA,NA,NA,4.8,NA,-0.16,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
73,"control","np",25,10,"35",NA,"marvin","rm",NA,19.48,15.18,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,217,207,NA,216,216,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13.4333333333333,18.0833333333333,NA,NA,NA,4.65,NA,-4.3,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
74,"shock","np",25,10,"40",NA,"wallace","rm",NA,35.81,34,70.41,97.02,264.23,1,102691,NA,NA,NA,0,0,0,0,1379.17,2315.98,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,254,207,NA,216,216,217,221,225,234,NA,0,0,0,241,249,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13.5833333333333,18.0833333333333,17.9166666666667,23.8333333333333,36.41,4.5,NA,-1.81,NA,NA,NA,8,13,17,26,NA,NA,NA,NA,NA,NA,NA
75,"shock","np",25,10,"43",NA,"c3po","rm",NA,30.36,30.08,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,217,207,NA,216,216,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13.6,18.0833333333333,NA,NA,NA,4.48333333333333,NA,-0.280000000000001,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
79,"control","np",25,10,"35",NA,"marvin","rm",NA,30.21,46.79,75.73,76.42,179.45,1,1053.03,NA,NA,"8/26/18",6914.55,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,216,216,217,220,225,231,NA,238,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13.5666666666667,18.0833333333333,17.9166666666667,23.8333333333333,28.94,4.51666666666667,NA,16.58,29,NA,NA,7,11,16,22,NA,NA,NA,NA,NA,NA,NA
80,"shock","np",25,10,"40",NA,"wallace","rm",NA,37.71,37.19,91.55,123.32,845.12,NA,NA,NA,NA,"8/18/18",6338.19,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,216,216,217,220,225,0,NA,230,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13.6166666666667,18.0833333333333,17.9166666666667,23.8333333333333,54.36,4.46666666666667,NA,-0.520000000000003,21,NA,NA,7,11,16,NA,NA,NA,NA,NA,NA,NA,NA
81,"shock","np",25,10,"43",NA,"c3po","rm",NA,29.37,30.16,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,217,207,NA,216,216,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,13.6833333333333,18.0833333333333,NA,NA,NA,4.4,NA,0.789999999999999,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,"control","np",25,10,"35",NA,"marvin","rm",NA,29.63,41.56,45.16,78.04,266.32,1,918.59,NA,NA,"8/28/18",6744.4,0,0,0,0,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,NA,216,216,217,220,224,233,NA,240,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,13.7833333333333,18.0833333333333,17.9166666666667,23.8333333333333,3.59999999999999,4.3,NA,11.93,31,NA,NA,7,11,15,24,NA,NA,NA,NA,NA,NA,NA
