"id","treat.hs","treat.para","rear.temp.avg","rear.temp.var","test.temp","test.time","chamber","coll.loc","num.ovp","mass.3","mass.in.test","mass.out.test","mass.4","mass.5","inst.6","mass.6","inst.7","mass.7","date.wand","mass.wand","mongo","mass5.2wks","mass5.3wks","mass.p6.wk1","mass.p6.wk2","mass.p6.wk3","date.cull","mass.cull","mass.p7.wk1","mass.48em","num.em","num.coc","num.fail.spin","num.unem","load","num.ecl","live.fem","live.male","para.pup","para.ecl","in.florence","notes","diss.notes","date.hatch.j","date.died.j","date.coll.j","date.ovp.j","date.3.j","date.in.test.j","date.out.test.j","date.4.j","date.5.j","date.6.j","date.7.j","date.wand.j","date5.2wks.j","date5.3wks.j","date.p6.wk1.j","date.p6.wk2.j","date.p6.wk3.j","date.cull.j","date.p7.wk1.j","date.em.j","date.ecl.j","date.p5.1","mass.p5.1","inst.p5.1","date.p5.2","mass.p5.2","inst.p5.2","date.p5.3","mass.p5.3","inst.p5.3","date.p5.4","mass.p5.4","inst.p5.4","date.p5.5","mass.p5.5","inst.p5.5","died.toss","time.ovp.dec","time.3.dec","time.in.test.dec","time.out.test.dec","hrs.in.test","delta.mass.test","time.bf.test","time.ovpbf.test","delta.mass.bf.test","ttwand","ttem.w","ttem.h","tt3","tt4","tt5","tt6","tt7","ttcull","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttp5.5"
69,"shock","p",25,10,"40",NA,"wallace","rm",2,46.2,53.99,56.92,237.41,895.82,NA,NA,NA,NA,NA,0,1,7264.87,0,7087.41,0,0,"9/11/18",6380.52,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,216,216,216,217,222,226,0,NA,0,240,0,247,0,0,254,0,NA,NA,240,7264.87,"5",247,7087.41,"6",254,6380.52,"cull",NA,NA,NA,NA,NA,NA,0,9.16666666666667,8.5,13.25,13.3333333333333,24.0833333333333,2.93,4.75,4.08333333333333,7.79,NA,NA,NA,8,14,18,NA,NA,46,32,39,46,NA,NA
2,"shock","p",25,10,"40","24","wallace","rm",2,29.94,36.77,74.21,107.45,587.64,1,1730.77,NA,NA,NA,0,1,0,0,9366.07,10737.03,11676.63,"9/11/18",10890.89,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,215,215,215,216,219,224,229,NA,0,0,0,238,243,250,254,0,NA,NA,229,1730.77,"6",238,9366.07,"6",243,10737.03,"6",250,11676.63,"6",254,10890.89,"cull",0,11.0666666666667,10.2166666666667,14.9166666666667,14.8166666666667,23.9,37.44,4.7,3.85,6.83,NA,NA,NA,6,10,15,20,NA,45,20,29,34,41,45
26,"shock","p",25,10,"40","24","wallace","rm",1,34.96,43.46,63.98,148.38,706.72,1,3337.33,NA,NA,"9/3/18",15710.86,1,0,0,15810.46,16464.04,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,215,215,215,216,220,225,230,NA,246,0,0,238,244,0,0,0,NA,NA,230,3337.33,"6",238,15810.46,"6",244,16464.04,"6",246,15710.86,"wand",NA,NA,NA,0,11.9,11.6166666666667,14.9166666666667,14.8166666666667,23.9,20.52,3.3,3.01666666666667,8.5,38,NA,NA,7,12,17,22,NA,NA,22,30,36,38,NA
32,"shock","p",25,10,"40",NA,"wallace","rm",1,36.28,46.64,78.25,173.87,404.83,1,1683.16,NA,NA,NA,0,1,0,0,5528.7,8437.14,8434.19,"9/11/18",8579.69,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,215,215,215,216,220,224,231,NA,0,0,0,238,245,252,254,0,NA,NA,231,1683.16,"6",238,5528.7,"6",245,8437.14,"6",252,8434.19,"6",254,8579.69,"cull",0,15.15,13.9166666666667,16.75,4.88333333333333,12.1333333333333,31.61,2.83333333333333,1.6,10.36,NA,NA,NA,7,12,16,23,NA,46,23,30,37,44,46
44,"shock","p",25,10,"40",NA,"wallace","rm",1,23.66,25.44,41.55,62.65,201.23,1,725.32,NA,NA,"9/5/18",5774.13,1,0,0,2261.44,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,209,0,207,215,215,215,216,220,226,236,NA,248,0,0,243,0,0,0,0,NA,NA,236,725.32,"6",243,2261.44,"6",248,5774.13,"wand",NA,NA,NA,NA,NA,NA,0,15.1166666666667,14.2333333333333,16.75,4.88333333333333,12.1333333333333,16.11,2.51666666666667,1.63333333333333,1.78,39,NA,NA,6,11,17,27,NA,NA,27,34,39,NA,NA
56,"shock","p",25,10,"40",NA,"wallace","rm",1,28.2,27.3,57.61,79.82,317.14,1,1565.61,NA,NA,NA,0,1,0,0,10622.48,10184.5,10755.85,"9/11/18",9312.6,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"bled from unknown cause at p6 wk2",NA,209,254,207,215,215,215,216,219,224,229,NA,0,0,0,238,243,250,254,0,NA,NA,229,1565.61,"6",238,10622.48,"6",243,10184.5,"6",250,10755.85,"6",254,9312.6,"cull",1,15.0666666666667,14.7166666666667,16.75,4.88333333333333,12.1333333333333,30.31,2.03333333333333,1.68333333333333,-0.899999999999999,NA,NA,NA,6,10,15,20,NA,45,20,29,34,41,45
77,"shock","p",25,10,"40",NA,"wallace","rm",1,29.97,32.95,54.95,111.06,380.26,1,1263.84,NA,NA,NA,0,1,0,0,3813.55,4443.11,4347.09,"9/11/18",4245.51,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,216,216,216,217,221,227,232,NA,0,0,0,239,246,253,254,0,NA,NA,232,1263.84,"6",239,3813.55,"6",246,4443.11,"6",253,4347.09,"6",254,4245.51,"cull",0,15.8333333333333,13.6333333333333,18.0833333333333,17.9166666666667,23.8333333333333,22,4.45,2.25,2.98,NA,NA,NA,8,13,19,24,NA,46,24,31,38,45,46
101,"shock","p",25,10,"40",NA,"wallace","rm",1,32.63,39.08,63.02,95.7,448.27,NA,NA,NA,NA,NA,0,0,0,0,9127.25,11906.02,11343.81,"9/11/18",10320.89,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,216,216,216,217,221,225,0,NA,0,0,0,238,244,251,254,0,NA,NA,NA,NA,"6",238,9127.25,"6",244,11906.02,"6",251,11343.81,"6",254,10320.89,"cull",0,15.9,13.95,18.0833333333333,17.9166666666667,23.8333333333333,23.94,4.13333333333333,2.18333333333333,6.45,NA,NA,NA,7,12,16,NA,NA,45,NA,29,35,42,45
131,"shock","p",25,10,"40",NA,"wallace","rm",1,43.87,49.2,143.37,181.57,1033.92,1,4177.13,NA,NA,NA,0,1,0,0,8450.54,10644.33,10562.74,"9/11/18",10248.72,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,209,0,207,216,216,216,217,220,225,232,NA,0,0,0,239,246,253,254,0,NA,NA,232,4177.13,"6",239,8450.54,"6",246,10644.33,"6",253,10562.74,"6",254,10248.72,"cull",0,16,14.55,18.0833333333333,17.9166666666667,23.8333333333333,94.17,3.53333333333333,2.08333333333333,5.33000000000001,NA,NA,NA,7,11,16,23,NA,45,23,30,37,44,45
137,"shock","p",25,10,"40",NA,"wallace","rm",1,22.62,34.27,48.29,117.36,343,1,872.96,NA,NA,NA,0,1,0,0,3950.78,8945.93,0,"9/11/18",8976.53,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,216,216,216,217,222,227,234,NA,0,0,0,241,250,0,254,0,NA,NA,234,872.96,"6",241,3950.78,"6",250,8945.93,"6",254,8976.53,"cull",NA,NA,NA,0,15.9833333333333,14.6833333333333,18.0833333333333,17.9166666666667,23.8333333333333,14.02,3.4,2.1,11.65,NA,NA,NA,8,14,19,26,NA,46,26,33,42,46,NA
143,"shock","p",25,10,"40",NA,"wallace","rm",NA,33.64,31.73,42.51,71.12,241.62,1,1398.47,NA,NA,NA,0,1,0,0,8280.52,8513.08,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"died 17 days post 6th",NA,209,249,207,NA,216,216,217,221,226,232,NA,0,0,0,239,246,0,0,0,NA,NA,232,1398.47,"6",239,8280.52,"6",246,8513.08,"6",249,NA,"died",NA,NA,NA,0,NA,14.7666666666667,18.0833333333333,17.9166666666667,23.8333333333333,10.78,3.31666666666666,NA,-1.91,NA,NA,NA,7,12,17,23,NA,NA,23,30,37,40,NA
154,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",1,37.9,39.98,68.88,174.81,538.83,1,NA,NA,NA,"9/1/18",12942.61,1,0,0,13886.52,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18. Wandered--put in pupae box",NA,211,0,207,217,217,217,218,223,228,235,NA,244,0,0,243,0,0,0,0,NA,NA,235,NA,"6",243,13886.52,"6",244,12942.61,"wand",NA,NA,NA,NA,NA,NA,0,11.4333333333333,10.4,13.6666666666667,13.6166666666667,23.95,28.9,3.26666666666667,2.23333333333333,2.08,33,NA,NA,6,12,17,24,NA,NA,24,32,33,NA,NA
155,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",1,22.51,25.53,36.7,85.77,204.93,1,866.88,NA,NA,NA,0,1,0,0,4191.14,65596.51,0,"9/11/18",7045.55,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,211,0,207,217,217,217,218,223,228,234,NA,0,0,0,241,248,0,254,0,NA,NA,234,866.88,"6",241,4191.14,"6",248,65596.51,"6",254,7045.55,"cull",NA,NA,NA,0,11.4666666666667,10.4333333333333,13.6666666666667,13.6166666666667,23.95,11.17,3.23333333333333,2.2,3.02,NA,NA,NA,6,12,17,23,NA,43,23,30,37,43,NA
156,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",2,26.97,27.57,37.74,118.51,387.29,1,1788.71,NA,NA,"9/8/18",8733.47,1,0,0,9231.34,9911.76,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,211,0,207,217,217,217,218,224,228,233,NA,251,0,0,240,247,0,0,0,NA,NA,233,1788.71,"6",240,9231.34,"6",247,9911.76,"6",251,8733.47,"wand",NA,NA,NA,0,11.4833333333333,10.45,13.6666666666667,13.6166666666667,23.95,10.17,3.21666666666667,2.18333333333333,0.600000000000001,40,NA,NA,6,13,17,22,NA,NA,22,29,36,40,NA
163,"shock","p",25,10,"40",NA,"wallace","rm",1,22.38,23.32,39.34,53.35,145.24,1,331.44,NA,NA,NA,0,1,0,0,506.29,500.82,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,210,248,207,217,217,217,218,221,226,233,NA,0,0,0,240,247,0,0,0,NA,NA,233,331.44,"6",240,506.29,"6",247,500.82,"6",248,NA,"died",NA,NA,NA,0,11.7333333333333,10.6666666666667,13.6666666666667,13.6166666666667,23.95,16.02,3,1.93333333333333,0.940000000000001,NA,NA,NA,7,11,16,23,NA,NA,23,30,37,38,NA
165,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",1,34.58,33.14,49.49,135.89,701.48,1,2011.79,NA,NA,NA,0,1,0,0,8436.51,13678.56,15261.56,"9/11/18",15088.31,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,210,0,207,217,217,217,218,223,227,232,NA,0,0,0,239,246,253,254,0,NA,NA,232,2011.79,"6",239,8436.51,"6",246,13678.56,"6",253,15261.56,"6",254,15088.31,"cull",0,11.55,10.7,13.6666666666667,13.6166666666667,23.95,16.35,2.96666666666667,2.11666666666667,-1.44,NA,NA,NA,7,13,17,22,NA,44,22,29,36,43,44
171,"shock","p",25,10,"40",NA,"wallace","rm",1,31.73,29.09,75.61,98.35,260.52,1,756.93,NA,NA,"8/31/18",4485.49,1,0,0,3016.79,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,1,NA,"wandered--kept in pupa box to see if it pupates successfully",NA,208,0,207,217,217,217,218,221,225,232,NA,243,0,0,239,0,0,0,0,NA,NA,232,756.93,"6",239,3016.79,"6",243,4485.49,"wand",NA,NA,NA,NA,NA,NA,0,11.75,10.9333333333333,13.6666666666667,13.6166666666667,23.95,46.52,2.73333333333333,1.91666666666667,-2.64,35,NA,NA,9,13,17,24,NA,NA,24,31,35,NA,NA
172,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",1,35.76,36.45,44.65,163.65,773.79,1,2342.12,NA,NA,"9/1/18",10344.76,1,0,0,9857.28,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,1,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18. wandered--put in pupae box. pupated 9/7/18. eclosed 10/1/18",NA,208,0,207,217,217,217,218,224,228,233,NA,244,0,0,240,0,0,0,0,NA,NA,233,2342.12,"6",240,9857.28,"6",244,10344.76,"wand",NA,NA,NA,NA,NA,NA,0,11.5833333333333,10.95,13.6666666666667,13.6166666666667,23.95,8.2,2.71666666666667,2.08333333333333,0.690000000000005,36,NA,NA,9,16,20,25,NA,NA,25,32,36,NA,NA
185,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",1,30.27,28.14,30.41,48.1,151.22,1,1955.15,NA,NA,NA,0,1,0,0,8699.46,0,0,"9/18/18",10582.1,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,0,207,217,217,217,218,224,231,243,NA,0,0,0,250,0,0,261,0,NA,NA,243,1955.15,"6",250,8699.46,"6",261,10582.1,"cull",NA,NA,NA,NA,NA,"cull",0,11.65,11.2666666666667,13.6666666666667,13.6166666666667,23.95,2.27,2.4,2.01666666666667,-2.13,NA,NA,NA,9,16,23,35,NA,53,35,42,53,NA,NA
191,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",1,24.59,22.47,24.45,110.15,415.24,1,1628.09,NA,NA,NA,0,1,0,0,7510.26,10803.11,0,"9/11/18",10791.44,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,209,0,207,217,217,217,218,224,228,234,NA,0,0,0,241,248,0,254,0,NA,NA,234,1628.09,"6",241,7510.26,"6",248,10803.11,"6",254,10791.44,"cull",NA,NA,NA,0,14.75,14.15,16.25,16.1666666666667,23.9166666666667,1.98,2.1,1.5,-2.12,NA,NA,NA,8,15,19,25,NA,45,25,32,39,45,NA
195,"control","p",25,10,"35",NA,"marvin","rm",1,24.12,25.11,68.71,96.43,283.3,NA,NA,NA,NA,NA,0,0,0,0,585.21,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,210,244,207,217,217,217,218,221,226,0,NA,0,0,0,240,0,0,0,0,NA,NA,NA,NA,"6",240,585.21,"6",244,NA,"died",NA,NA,NA,244,NA,NA,0,14.8833333333333,14.1833333333333,16.25,16.1666666666667,23.9166666666667,43.6,2.06666666666667,1.36666666666667,0.989999999999998,NA,NA,NA,7,11,16,NA,NA,NA,NA,30,34,NA,34
196,"shock","p",25,10,"40",NA,"wallace","rm",1,30.65,27.13,47.8,85.35,201.52,1,832.19,NA,NA,NA,0,1,0,0,5606.53,7095.94,8139.03,"9/11/18",8002.37,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,210,0,207,217,217,217,218,222,226,231,NA,0,0,0,238,245,252,254,0,NA,NA,231,832.19,"6",238,5606.53,"6",245,7095.94,"6",252,8139.03,"6",254,8002.37,"cull",0,14.9833333333333,14.2,16.25,16.1666666666667,23.9166666666667,20.67,2.05,1.26666666666667,-3.52,NA,NA,NA,7,12,16,21,NA,44,21,28,35,42,44
197,"shock","p",25,10,"43",NA,"c3po/r2d2","rm",3,37.3,36.47,39.95,112.72,313.04,1,1189.86,NA,NA,"9/6/18",7182.81,1,0,0,5036.92,0,0,"9/18/18",5613.21,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,210,0,207,217,217,217,218,224,229,236,NA,249,0,0,243,0,0,261,0,NA,NA,236,1189.86,"6",243,5036.92,"6",261,5613.21,"cull",249,7182.81,"wand",NA,NA,"cull",0,14.7833333333333,14.2166666666667,16.25,16.1666666666667,23.9166666666667,3.48,2.03333333333333,1.46666666666667,-0.829999999999998,39,NA,NA,7,14,19,26,NA,51,26,33,51,39,NA
201,"control","p",25,10,"35",NA,"marvin","rm",1,26.08,26.32,60.5,91.54,203.92,1,587.98,NA,NA,"9/4/18",4636.22,1,0,0,2797.1,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,1,1,NA,"wandered 9/4/18, put in pupae box. pupated 9/9/18. eclosed 10/1/18",NA,211,0,207,217,217,217,218,222,228,237,NA,247,0,0,244,0,0,0,0,NA,NA,237,587.98,"6",244,2797.1,"6",247,4636.22,"wand",NA,NA,NA,NA,NA,NA,0,14.9,14.3166666666667,16.25,16.1666666666667,23.9166666666667,34.18,1.93333333333333,1.35,0.240000000000002,36,NA,NA,6,11,17,26,NA,NA,26,33,36,NA,NA
202,"shock","p",25,10,"40",NA,"wallace","rm",1,36.96,38.72,99.55,129.5,374.27,1,1681.62,NA,NA,NA,0,1,0,0,11204.11,13948.3,13590.17,"9/11/18",12816.79,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,211,0,207,217,217,217,218,221,225,230,NA,0,0,0,238,245,252,254,0,NA,NA,230,1681.62,"6",238,11204.11,"6",245,13948.3,"6",252,13590.17,"6",254,12816.79,"cull",0,15,14.3166666666667,16.25,16.1666666666667,23.9166666666667,60.83,1.93333333333333,1.25,1.76,NA,NA,NA,6,10,14,19,NA,43,19,27,34,41,43
214,"shock","p",25,10,"40",NA,"wallace","rm",2,41.11,41.36,89.9,221.04,765.1,1,3673.24,NA,NA,NA,0,1,0,0,17668.97,19423.8,19287.51,"9/11/18",18264.69,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,211,0,207,217,217,217,218,222,226,232,NA,0,0,0,239,246,253,254,0,NA,NA,232,3673.24,"6",239,17668.97,"6",246,19423.8,"6",253,19287.51,"6",254,18264.69,"cull",0,15.0333333333333,14.4666666666667,16.25,16.1666666666667,23.9166666666667,48.54,1.78333333333333,1.21666666666667,0.25,NA,NA,NA,6,11,15,21,NA,43,21,28,35,42,43
219,"shock","p",25,10,"40",NA,"wallace","rm",1,20.9,23.87,35.64,60.87,135.79,1,479.78,1,721.52,NA,0,1,0,0,1094.68,805.33,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"unsuccessfully molted to 7th instar--did not shed head capsule or cuticle, could not remove",NA,211,251,207,218,218,218,219,223,228,234,249,0,0,0,241,248,0,0,0,NA,NA,234,479.78,"6",241,1094.68,"6",248,805.33,"6",251,NA,"died",NA,NA,NA,0,11.2833333333333,10.65,13.5666666666667,13.5,23.9333333333333,11.77,2.91666666666667,2.28333333333333,2.97,NA,NA,NA,7,12,17,23,38,NA,23,30,37,40,NA
221,"shock","p",25,10,"43",NA,"r2d2","rm",1,31.37,35.07,43.48,148.92,419.48,1,2135.24,NA,NA,NA,0,1,0,0,7077.11,0,0,NA,0,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"bled heavily on 9/2/18--looks like it has an anal prolapse?? anaesthetized 9/3/18",NA,212,246,207,218,218,218,219,224,227,232,NA,0,0,0,239,0,0,0,0,NA,NA,232,2135.24,"6",239,7077.11,"6",246,NA,"died",NA,NA,NA,246,NA,NA,0,11.3666666666667,10.75,13.5666666666667,13.5,23.9333333333333,8.41,2.81666666666667,2.2,3.7,NA,NA,NA,6,12,15,20,NA,NA,20,27,34,NA,34
234,"shock","p",25,10,"43",NA,"r2d2","rm",2,31.31,33.35,57.44,119.7,295.45,1,946.29,NA,NA,NA,0,1,0,0,2131.9,2990.23,2902.94,"9/18/18",2902.94,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,212,0,207,219,219,219,220,225,230,241,NA,0,0,0,249,255,261,261,0,NA,NA,241,946.29,"6",249,2131.9,"6",255,2990.23,"6",261,2902.94,"6",261,2902.94,"cull",0,10.7333333333333,10.5333333333333,12.75,12.75,24,24.09,2.21666666666667,2.01666666666667,2.04,NA,NA,NA,7,13,18,29,NA,49,29,37,43,49,49
257,"shock","p",25,10,"42",NA,"marvin","rm",1,33.3,31.81,36.87,81.82,269.68,1,1448.3,NA,NA,NA,0,1,0,0,5629.34,7690.56,0,"10/8/18",7481.38,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,227,0,226,233,233,233,234,245,251,261,NA,0,0,0,268,275,0,281,0,NA,NA,261,1448.3,"6",268,5629.34,"6",275,7690.56,"6",281,7481.38,"cull",NA,NA,NA,0,10.15,9.85,11.9166666666667,11.8333333333333,23.9166666666667,5.06,2.06666666666667,1.76666666666667,-1.49,NA,NA,NA,6,18,24,34,NA,54,34,41,48,54,NA
266,"shock","p",25,10,"43",NA,"r2d2","rm",1,34.93,40.42,56.89,87.97,214.91,1,458.01,NA,NA,NA,0,1,0,0,585.21,0,0,"10/8/18",1082.19,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,227,0,226,234,234,234,235,243,253,263,NA,0,0,0,270,0,0,281,0,NA,NA,263,458.01,"6",270,585.21,"6",281,1082.19,"cull",NA,NA,NA,NA,NA,"cull",0,9.71666666666667,9.38333333333333,11.8166666666667,11.8166666666667,24,16.47,2.43333333333333,2.1,5.49,NA,NA,NA,7,16,26,36,NA,54,36,43,54,NA,NA
276,"shock","p",25,10,"40",NA,"wallace","rm",2,31.98,36.07,78.29,123.52,526.39,1,2140.78,NA,NA,NA,0,1,0,0,13152.03,12666.98,10103.39,"10/2/18",10103.39,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,"some dorsal clearing on 9/30/18--left to see if actually wandering",NA,228,0,226,234,234,234,235,239,243,248,NA,0,0,0,261,268,275,275,0,NA,NA,248,2140.78,"6",261,13152.03,"6",268,12666.98,"6",275,10103.39,"6",275,10103.39,"cull",0,14.5,14.7166666666667,16.0833333333333,16.0833333333333,24,42.22,1.36666666666667,1.58333333333333,4.09,NA,NA,NA,6,11,15,20,NA,47,20,33,40,47,47
281,"shock","p",25,10,"42",NA,"marvin","rm",1,24.31,27.1,41.25,117.59,469.25,1,1482.03,NA,NA,NA,0,1,0,0,9063.42,10517.3,0,"9/30/18",9023.3,0,NA,0,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,229,0,226,235,235,235,236,241,246,251,NA,0,0,0,261,266,0,273,0,NA,NA,251,1482.03,"6",261,9063.42,"6",266,10517.3,"6",273,9023.3,"cull",NA,NA,NA,0,9.28333333333333,8.76666666666667,11.9166666666667,11.9333333333333,24.0166666666667,14.15,3.15,2.63333333333333,2.79,NA,NA,NA,6,12,17,22,NA,44,22,32,37,44,NA
289,"shock","p",25,10,"43",NA,"r2d2","rm",1,34.04,39.57,71.16,130.25,397.38,1,1432.98,NA,NA,NA,0,1,0,0,7903.36,10034.61,0,NA,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,1,NA,NA,228,273,226,235,235,235,236,241,246,253,NA,0,0,0,261,267,0,0,0,NA,NA,253,1432.98,"6",261,7903.36,"6",267,10034.61,"6",273,NA,"died",NA,NA,NA,0,9.36666666666667,9.08333333333333,11.9166666666667,11.9333333333333,24.0166666666667,31.59,2.83333333333333,2.55,5.53,NA,NA,NA,7,13,18,25,NA,NA,25,33,39,45,NA
296,"shock","p",25,10,"40",NA,"wallace","rm",1,32.37,34.16,61.63,134.04,384.94,1,1638.66,NA,NA,NA,0,1,0,0,12568.87,13338.79,12346.94,"10/2/18",12346.94,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,227,0,226,235,235,235,236,241,245,250,NA,0,0,0,261,268,275,275,0,NA,NA,250,1638.66,"6",261,12568.87,"6",268,13338.79,"6",275,12346.94,"6",275,12346.94,"cull",0,11.4833333333333,11.0833333333333,13.1666666666667,13.2333333333333,24.0666666666667,27.47,2.08333333333333,1.68333333333333,1.79,NA,NA,NA,8,14,18,23,NA,48,23,34,41,48,48
302,"shock","p",25,10,"42",NA,"marvin","rm",1,25.97,27.71,38.26,142.86,604.86,1,923.68,NA,NA,NA,0,1,0,0,1940.2,1975.17,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,229,269,226,235,235,235,236,241,245,253,NA,0,0,0,261,267,0,0,0,NA,NA,253,923.68,"6",261,1940.2,"6",267,1975.17,"6",269,NA,"died",NA,NA,NA,0,11.55,11.4,13.1666666666667,13.2333333333333,24.0666666666667,10.55,1.76666666666667,1.61666666666667,1.74,NA,NA,NA,6,12,16,24,NA,NA,24,32,38,40,NA
313,"shock","p",25,10,"42",NA,"marvin","rm",1,27.11,29.88,49.69,162.51,471.48,1,2169.67,NA,NA,NA,0,1,0,0,7324.27,8078.55,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,229,0,226,235,235,235,236,241,244,249,NA,0,0,0,261,268,0,0,0,NA,NA,249,2169.67,"6",261,7324.27,"6",268,8078.55,"6",NA,NA,NA,NA,NA,NA,0,16.4166666666667,16.0666666666667,18.25,17.3833333333333,23.1333333333333,19.81,2.18333333333333,1.83333333333333,2.77,NA,NA,NA,6,12,15,20,NA,NA,20,32,39,NA,NA
315,"shock","p",25,10,"43",NA,"r2d2","rm",2,23.47,25.65,39.12,87.86,435.25,1,1318.73,NA,NA,NA,0,1,0,0,4261.37,8847.03,9751.11,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,229,0,226,235,235,235,236,242,246,253,NA,0,0,0,261,267,274,0,0,NA,NA,253,1318.73,"6",261,4261.37,"6",267,8847.03,"6",274,9751.11,"6",NA,NA,NA,0,16.45,16.15,18.25,17.3833333333333,23.1333333333333,13.47,2.1,1.8,2.18,NA,NA,NA,6,13,17,24,NA,NA,24,32,38,45,NA
318,"shock","p",25,10,"42",NA,"marvin","rm",NA,46.54,48.08,67.04,98.21,369.65,NA,1399.97,NA,NA,NA,0,1,0,0,3032.98,5949.09,7183.53,"10/3/18",7183.53,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,229,0,226,235,235,235,236,243,248,255,NA,0,0,0,262,269,276,276,0,NA,NA,255,1399.97,"6",262,3032.98,"6",269,5949.09,"6",276,7183.53,"6",276,7183.53,"cull",0,NA,16.6666666666667,18.25,17.3833333333333,23.1333333333333,18.96,1.58333333333333,NA,1.54,NA,NA,NA,6,14,19,26,NA,47,26,33,40,47,47
325,"shock","p",25,10,"43",NA,"r2d2","rm",2,38.04,44.47,58.08,212.47,777.86,NA,2211.62,NA,NA,NA,0,1,0,0,4559.98,7138.32,7224.03,"10/3/18",7224.03,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,230,0,226,236,236,236,237,242,246,255,NA,0,0,0,262,269,276,276,0,NA,NA,255,2211.62,"6",262,4559.98,"6",269,7138.32,"6",276,7224.03,"6",276,7224.03,"cull",0,9.61666666666667,8.98333333333333,12.25,12.25,24,13.61,3.26666666666667,2.63333333333333,6.43,NA,NA,NA,6,12,16,25,NA,46,25,32,39,46,46
