"id","test.temp","instar","mass","age","treat.hs","treat.para","rear.temp.avg","rear.temp.var","test.time","chamber","coll.loc","num.ovp","mass.in.test","mass.out.test","inst.6","inst.7","date.wand","mongo","mass5.2wks","mass5.3wks","mass.p6.wk1","mass.p6.wk2","mass.p6.wk3","date.cull","mass.cull","mass.p7.wk1","num.em","num.coc","num.fail.spin","num.unem","load","num.ecl","live.fem","live.male","para.pup","para.ecl","in.florence","notes","diss.notes","date.hatch.j","date.died.j","date.coll.j","date.ovp.j","date.3.j","date.in.test.j","date.out.test.j","date.4.j","date.5.j","date.6.j","date.7.j","date.wand.j","date5.2wks.j","date5.3wks.j","date.p6.wk1.j","date.p6.wk2.j","date.p6.wk3.j","date.cull.j","date.p7.wk1.j","date.em.j","date.ecl.j","date.p5.1","mass.p5.1","date.p5.2","mass.p5.2","date.p5.3","mass.p5.3","date.p5.4","mass.p5.4","date.p5.5","mass.p5.5","died.toss","time.ovp.dec","time.3.dec","time.in.test.dec","time.out.test.dec","hrs.in.test","delta.mass.test","time.bf.test","time.ovpbf.test","delta.mass.bf.test","ttwand","ttem.w","ttem.h","tt3","tt4","tt5","tt6","tt7","ttcull","ttp5.1","ttp5.2","ttp5.3","ttp5.4","ttp5.5","date.end","ttend","stage"
15,"43","3",45.42,6,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","4",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","5",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","6",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","7",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","em",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","end",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","p5.1",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","p5.2",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","p5.3",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","p5.4",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","p5.5",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,"43","wand",NA,NA,"shock","p",25,10,"24","c3po","rm",1,53.02,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"dessicated",NA,209,216,207,215,215,215,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.0833333333333,10.6833333333333,14.9166666666667,NA,NA,NA,4.23333333333333,3.83333333333333,7.6,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","3",33.76,8,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","4",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","5",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","6",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","7",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","em",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","end",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","p5.1",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","p5.2",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","p5.3",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","p5.4",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","p5.5",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150,"43","wand",NA,NA,"shock","p",25,10,NA,"c3po/r2d2","rm",1,36.62,NA,NA,NA,NA,0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,"moved from c3po to R2D2 at 4:30pm 8/5/18",NA,208,217,207,216,216,216,NA,NA,NA,0,NA,NA,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,16.3333333333333,14.9666666666667,18.0833333333333,NA,NA,NA,3.11666666666667,1.75,2.86,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151,"35","3",39.55,8,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","4",252.01,11,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","5",1403.29,15,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","6",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","7",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","em",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","end",10489.97,20,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","p5.1",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","p5.2",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","p5.3",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","p5.4",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","p5.5",NA,NA,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
151,"35","wand",10489.97,20,"control","np",25,10,NA,"marvin","rm",NA,46.09,189.4,NA,NA,"8/16/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,219,223,0,NA,228,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.05,18.0833333333333,17.9166666666667,23.8333333333333,143.31,3.03333333333333,NA,6.54000000000001,20,NA,NA,8,11,15,NA,NA,NA,NA,NA,NA,NA,NA,228,20,NA
152,"40","3",25.13,8,"shock","np",25,10,NA,"wallace","rm",NA,27.71,83.57,NA,NA,"8/18/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,220,225,0,NA,230,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.0666666666667,18.0833333333333,17.9166666666667,23.8333333333333,55.86,3.01666666666667,NA,2.58,22,NA,NA,8,12,17,NA,NA,NA,NA,NA,NA,NA,NA,230,22,NA
152,"40","4",112.44,12,"shock","np",25,10,NA,"wallace","rm",NA,27.71,83.57,NA,NA,"8/18/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,220,225,0,NA,230,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.0666666666667,18.0833333333333,17.9166666666667,23.8333333333333,55.86,3.01666666666667,NA,2.58,22,NA,NA,8,12,17,NA,NA,NA,NA,NA,NA,NA,NA,230,22,NA
152,"40","5",710.49,17,"shock","np",25,10,NA,"wallace","rm",NA,27.71,83.57,NA,NA,"8/18/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,220,225,0,NA,230,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.0666666666667,18.0833333333333,17.9166666666667,23.8333333333333,55.86,3.01666666666667,NA,2.58,22,NA,NA,8,12,17,NA,NA,NA,NA,NA,NA,NA,NA,230,22,NA
152,"40","6",NA,NA,"shock","np",25,10,NA,"wallace","rm",NA,27.71,83.57,NA,NA,"8/18/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,220,225,0,NA,230,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.0666666666667,18.0833333333333,17.9166666666667,23.8333333333333,55.86,3.01666666666667,NA,2.58,22,NA,NA,8,12,17,NA,NA,NA,NA,NA,NA,NA,NA,230,22,NA
152,"40","7",NA,NA,"shock","np",25,10,NA,"wallace","rm",NA,27.71,83.57,NA,NA,"8/18/18",0,0,0,0,0,0,NA,NA,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,208,0,207,NA,216,216,217,220,225,0,NA,230,0,0,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,15.0666666666667,18.0833333333333,17.9166666666667,23.8333333333333,55.86,3.01666666666667,NA,2.58,22,NA,NA,8,12,17,NA,NA,NA,NA,NA,NA,NA,NA,230,22,NA
